date,recession,target_recession_3m,prediction,prob_no_recession,prob_recession
2023-03-01,0,0,0.0,0.6406817398740986,0.35931826012590135
2023-04-01,0,0,0.0,0.6427305127731199,0.3572694872268801
2023-05-01,0,0,0.0,0.6829406903542476,0.31705930964575235
2023-06-01,0,0,0.0,0.6712672726327287,0.3287327273672714
2023-07-01,0,0,0.0,0.7164048186866212,0.2835951813133788
2023-08-01,0,0,0.0,0.6755823445412982,0.3244176554587018
2023-09-01,0,0,0.0,0.6957026597761454,0.3042973402238546
2023-10-01,0,0,0.0,0.6726032753882611,0.32739672461173874
2023-11-01,0,0,0.0,0.6740536671905517,0.32594633280944824
2023-12-01,0,0,0.0,0.7062048186866211,0.29379518131337884
2024-01-01,0,0,0.0,0.7356910422669624,0.2643089577330376
2024-02-01,0,0,0.0,0.7099944402646154,0.2900055597353845
2024-03-01,0,0,0.0,0.6957961163809692,0.3042038836190308
2024-04-01,0,0,0.0,0.66747658916512,0.3325234108348801
2024-05-01,0,0,0.0,0.6285184307200397,0.3714815692799604
2024-06-01,0,0,0.0,0.648739053136686,0.351260946863314
2024-07-01,0,0,0.0,0.6091546279589091,0.390845372041091
2024-08-01,0,0,0.0,0.6098999651471207,0.3901000348528793
2024-09-01,0,0,1.0,0.49927319219889477,0.5007268078011052
2024-10-01,0,0,0.0,0.6335017287358798,0.36649827126412027
2024-11-01,0,0,0.0,0.6432110731548843,0.3567889268451156
2024-12-01,0,0,0.0,0.6601879537109383,0.33981204628906175
2025-01-01,0,0,0.0,0.6573367968912378,0.34266320310876225
2025-02-01,0,0,0.0,0.6137728083332926,0.38622719166670744
2025-03-01,0,0,0.0,0.6154977610475632,0.38450223895243696
2025-04-01,0,0,0.0,0.5897227367521306,0.4102772632478694
2025-05-01,0,0,0.0,0.546388916932734,0.45361108306726605
2025-06-01,0,0,0.0,0.5793106117386785,0.4206893882613215
2025-07-01,0,0,0.0,0.6076357301404696,0.3923642698595305
2025-08-01,0,0,0.0,0.5760439627273264,0.42395603727267356
2025-09-01,0,0,0.0,0.5061705450058074,0.49382945499419256
2025-10-01,0,0,0.0,0.554363893027739,0.44563610697226097
2025-11-01,0,0,0.0,0.5358818145904118,0.4641181854095881
2025-12-01,0,0,0.0,0.605552400880001,0.3944475991199991
2026-01-01,0,0,0.0,0.5954789790856172,0.40452102091438286
